PropertyID,PropType,District,nbhd,Style,Stories,Year_Built,Rooms,FinishedSqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price,Location,latitude,longitude,City,State,Country
191160.0,Residential,3.0,3240.0,Duplex O/S,1.5,1890.0,10.0,1752.0,2.0,4.0,2.0,0.0,2700.0,8/28/2019,285000.0,"1454 N FRANKLIN PL,Milwaukee,wisconsin",43.0492683,-87.8966839,Milwaukee,Wisconsin,United States of America
191354.0,Condominium,3.0,5949.0,Condo Townhouse,2.0,1999.0,4.0,1925.0,1.0,3.0,2.0,1.0,1.0,6/3/2019,383000.0,"1665 N FRANKLIN PL,Milwaukee,wisconsin",43.0521099,-87.8972135,Milwaukee,Wisconsin,United States of America
192241.0,Residential,3.0,3240.0,Residence O/S,2.0,1917.0,2.0,2063.0,1.0,2.0,2.0,1.0,4800.0,11/23/2019,357000.0,"1627 N VAN BUREN ST,Milwaukee,wisconsin",43.0513256,-87.903729,Milwaukee,Wisconsin,United States of America
192308.0,Residential,3.0,3240.0,Triplex,2.0,1895.0,18.0,3420.0,3.0,7.0,3.0,0.0,3600.0,10/25/2019,293000.0,"1675-1677 N MARSHALL ST,Milwaukee,wisconsin",43.0417081,-87.9005731,Milwaukee,Wisconsin,United States of America
192391.0,Residential,3.0,3240.0,Cottage,1.0,1888.0,7.0,1222.0,1.0,3.0,1.0,0.0,3600.0,11/15/2019,215000.0,"1514 N ASTOR ST,Milwaukee,wisconsin",43.0497395,-87.8993635,Milwaukee,Wisconsin,United States of America
192485.0,Residential,3.0,3240.0,Duplex O/S,1.5,1890.0,8.0,1701.0,2.0,4.0,2.0,0.0,1920.0,11/8/2019,175000.0,"1542-A N CASS ST,Milwaukee,wisconsin",43.0469424,-87.9022408,Milwaukee,Wisconsin,United States of America
199368.0,Residential,3.0,3240.0,Residence O/S,2.0,1900.0,7.0,2138.0,1.0,3.0,1.0,0.0,1800.0,11/30/2019,300000.0,"1540 N JACKSON ST,Milwaukee,wisconsin",43.0503468,-87.9044165,Milwaukee,Wisconsin,United States of America
199382.0,Residential,3.0,3240.0,Duplex O/S,2.0,1900.0,10.0,2718.0,2.0,4.0,2.0,0.0,2455.0,6/27/2019,323000.0,"1505 N JACKSON ST,Milwaukee,wisconsin",43.0496386,-87.9049991,Milwaukee,Wisconsin,United States of America
199393.0,Residential,3.0,3240.0,Triplex,2.0,1867.0,13.0,2415.0,3.0,7.0,2.0,0.0,3600.0,4/29/2019,291000.0,"1529-1531 N JEFFERSON ST,Milwaukee,wisconsin",43.0332043,-87.9046455,Milwaukee,Wisconsin,United States of America
199396.0,Residential,3.0,3240.0,Triplex,2.0,1875.0,14.0,2488.0,3.0,6.0,2.0,0.0,3630.0,6/28/2019,249000.0,"1517 N JEFFERSON ST,Milwaukee,wisconsin",43.0498933,-87.9062486,Milwaukee,Wisconsin,United States of America
199397.0,Residential,3.0,3240.0,Duplex-Cottage,2.0,1900.0,12.0,2244.0,2.0,6.0,2.0,0.0,3630.0,6/25/2019,160000.0,"1513 N JEFFERSON ST,Milwaukee,wisconsin",43.0498025,-87.9063089,Milwaukee,Wisconsin,United States of America
849960.0,Residential,3.0,3320.0,Res O/S 1 Story,1.0,1892.0,5.0,792.0,1.0,2.0,1.0,0.0,3600.0,3/5/2020,105000.0,"3217 N DOUSMAN ST,Milwaukee,wisconsin",43.0769977,-87.8966656,Milwaukee,Wisconsin,United States of America
861542.0,Condominium,3.0,5445.0,Low Rise 1-3 Stories,1.0,1958.0,4.0,791.0,1.0,2.0,1.0,0.0,1.0,12/3/2020,75000.0,"1234-C E RANDOLPH CT,Milwaukee,wisconsin",43.080719,-87.8954688,Milwaukee,Wisconsin,United States of America
865657.0,Condominium,3.0,5445.0,Low Rise 1-3 Stories,1.0,1958.0,4.0,767.0,1.0,2.0,1.0,0.0,1.0,10/1/2020,84000.0,"1332-A E RANDOLPH CT,Milwaukee,wisconsin",43.080719,-87.8954688,Milwaukee,Wisconsin,United States of America
857361.0,Condominium,3.0,5445.0,Low Rise 1-3 Stories,1.0,1958.0,4.0,791.0,1.0,2.0,1.0,0.0,1.0,9/18/2020,79000.0,"1342-C E RANDOLPH CT,Milwaukee,wisconsin",43.080719,-87.8954688,Milwaukee,Wisconsin,United States of America
854735.0,Condominium,3.0,5445.0,Low Rise 1-3 Stories,1.0,1958.0,4.0,767.0,1.0,2.0,1.0,0.0,1.0,7/15/2020,72400.0,"1321-A E RANDOLPH CT,Milwaukee,wisconsin",43.080719,-87.8954688,Milwaukee,Wisconsin,United States of America
848570.0,Residential,3.0,2880.0,Cottage,1.0,1900.0,6.0,990.0,1.0,2.0,1.0,0.0,3600.0,1/25/2020,135500.0,"3116 N FRATNEY ST,Milwaukee,wisconsin",43.0752268,-87.9012397,Milwaukee,Wisconsin,United States of America
852142.0,Residential,3.0,2880.0,Res O/S A & 1/2,1.0,1904.0,5.0,854.0,1.0,3.0,1.0,0.0,2700.0,5/13/2020,140000.0,"727 E CHAMBERS ST,Milwaukee,wisconsin",43.0727568,-87.9018542,Milwaukee,Wisconsin,United States of America
848247.0,Residential,3.0,2880.0,Res O/S A & 1/2,1.0,1913.0,5.0,928.0,1.0,3.0,2.0,1.0,3600.0,1/22/2020,259900.0,"3145 N WEIL ST,Milwaukee,wisconsin",43.0757513,-87.8993134,Milwaukee,Wisconsin,United States of America
853981.0,Residential,3.0,3150.0,Milwaukee Bungalow,1.0,1908.0,4.0,940.0,1.0,2.0,1.0,0.0,4800.0,9/9/2020,195000.0,"2926 N NEWHALL ST,Milwaukee,wisconsin",43.0717033,-87.89011,Milwaukee,Wisconsin,United States of America
859139.0,Residential,3.0,3320.0,Ranch,1.0,1945.0,4.0,870.0,1.0,2.0,1.0,0.0,5040.0,10/16/2020,187000.0,"1214 E ROADSMEET ST,Milwaukee,wisconsin",43.0722094,-87.896008,Milwaukee,Wisconsin,United States of America
859249.0,Residential,3.0,3190.0,Res O/S 1 Story,1.0,1870.0,6.0,952.0,1.0,3.0,1.0,0.0,2400.0,10/9/2020,140000.0,"1812 E THOMAS AV,Milwaukee,wisconsin",43.0615052,-87.8875286,Milwaukee,Wisconsin,United States of America
852170.0,Residential,3.0,3190.0,Cottage,1.0,1890.0,6.0,920.0,1.0,3.0,1.0,0.0,2400.0,5/1/2020,119000.0,"2451-A N BARTLETT AV,Milwaukee,wisconsin",43.0625661,-87.889774,Milwaukee,Wisconsin,United States of America
853912.0,Residential,3.0,3330.0,Cottage,1.0,1900.0,6.0,913.0,1.0,2.0,1.0,0.0,3000.0,6/26/2020,170000.0,"2419 N DOUSMAN ST,Milwaukee,wisconsin",43.0624722,-87.8968909,Milwaukee,Wisconsin,United States of America
151326.0,Residential,3.0,3060.0,Mansion,2.0,1916.0,13.0,6014.0,1.0,9.0,4.0,2.0,11220.0,02/28/2022,1050000.0,"3025 E HAMPSHIRE ST,Milwaukee,wisconsin",43.0754273,-87.8724987,Milwaukee,Wisconsin,United States of America
151342.0,Residential,3.0,3060.0,Res O/S 2sty +,2.0,1904.0,9.0,1555.0,1.0,5.0,3.0,1.0,3600.0,11/10/2022,385000.0,"3119 N SHEPARD AV,Milwaukee,wisconsin",43.0751622,-87.8747229,Milwaukee,Wisconsin,United States of America
151385.0,Residential,3.0,3060.0,Res O/S 2sty +,2.0,1903.0,9.0,3249.0,1.0,5.0,3.0,2.0,8400.0,08/24/2022,636000.0,"2708 E HAMPSHIRE ST,Milwaukee,wisconsin",43.0758563,-87.876427,Milwaukee,Wisconsin,United States of America
151399.0,Residential,3.0,3060.0,Res O/S 2sty +,2.0,1906.0,9.0,2991.0,1.0,5.0,3.0,2.0,4800.0,02/15/2022,677000.0,"3200 N SUMMIT AV,Milwaukee,wisconsin",43.0757993,-87.8753043,Milwaukee,Wisconsin,United States of America
151422.0,Residential,3.0,3060.0,Res O/S 2sty +,2.0,1902.0,7.0,2468.0,1.0,4.0,1.0,1.0,4120.0,10/26/2022,480000.0,"3212 N MARIETTA AV,Milwaukee,wisconsin",43.0759816,-87.8730531,Milwaukee,Wisconsin,United States of America
151433.0,Residential,3.0,3160.0,Res O/S 2sty +,2.0,1909.0,7.0,2156.0,1.0,4.0,1.0,1.0,4800.0,08/11/2022,410000.0,"3274 N DOWNER AV,Milwaukee,wisconsin",43.0772867,-87.8775451,Milwaukee,Wisconsin,United States of America
151470.0,Residential,3.0,3060.0,Res O/S 2sty +,2.0,1901.0,7.0,2592.0,1.0,3.0,1.0,1.0,4800.0,06/29/2022,585000.0,"3263 N SHEPARD AV,Milwaukee,wisconsin",43.0770635,-87.8747118,Milwaukee,Wisconsin,United States of America
151492.0,Residential,3.0,3060.0,Res O/S 2sty +,2.0,1902.0,8.0,2221.0,1.0,3.0,2.0,1.0,4800.0,03/11/2022,610000.0,"3302 N SHEPARD AV,Milwaukee,wisconsin",43.0777518,-87.8741485,Milwaukee,Wisconsin,United States of America
151563.0,Residential,3.0,3060.0,Res O/S 2sty +,2.0,1915.0,10.0,3507.0,1.0,4.0,2.0,1.0,8400.0,04/28/2022,650000.0,"2822 E NEWPORT AV,Milwaukee,wisconsin",43.0796237,-87.8746833,Milwaukee,Wisconsin,United States of America
151568.0,Residential,3.0,3060.0,Colonial,2.0,1919.0,9.0,2626.0,1.0,4.0,3.0,1.0,7200.0,03/09/2022,751500.0,"3432 N SUMMIT AV,Milwaukee,wisconsin",43.0802722,-87.8751485,Milwaukee,Wisconsin,United States of America
151587.0,Residential,3.0,3060.0,Colonial,2.0,1917.0,16.0,2585.0,1.0,9.0,3.0,1.0,6720.0,06/29/2022,725000.0,"3429 N SUMMIT AV,Milwaukee,wisconsin",43.0802068,-87.8758015,Milwaukee,Wisconsin,United States of America
151590.0,Residential,3.0,3060.0,Res O/S 2sty +,2.0,1917.0,8.0,3545.0,1.0,4.0,3.0,2.0,7200.0,10/31/2022,999000.0,"3407 N SUMMIT AV,Milwaukee,wisconsin",43.0796123,-87.8758101,Milwaukee,Wisconsin,United States of America
151641.0,Residential,3.0,3060.0,Res O/S 2sty +,2.0,1922.0,9.0,2524.0,1.0,4.0,2.0,1.0,6000.0,07/27/2022,640000.0,"3351 N HACKETT AV,Milwaukee,wisconsin",43.078735,-87.8770041,Milwaukee,Wisconsin,United States of America
151652.0,Residential,3.0,3160.0,Tudor,2.0,1921.0,8.0,1944.0,1.0,3.0,2.0,0.0,5880.0,10/26/2022,487500.0,"2611 E NEWPORT AV,Milwaukee,wisconsin",43.0792689,-87.8773808,Milwaukee,Wisconsin,United States of America
151674.0,Residential,3.0,3060.0,Colonial,2.0,1923.0,14.0,3335.0,1.0,9.0,3.0,1.0,6000.0,11/17/2022,770000.0,"3346 N SUMMIT AV,Milwaukee,wisconsin",43.0786495,-87.8752232,Milwaukee,Wisconsin,United States of America
151697.0,Condominium,3.0,5430.0,Condo Duplex,1.0,1972.0,5.0,1583.0,1.0,2.0,2.0,0.0,1.0,03/24/2022,280000.0,"3103 E HAMPSHIRE ST,Milwaukee,wisconsin",43.0752965,-87.8716427,Milwaukee,Wisconsin,United States of America
151699.0,Condominium,3.0,5430.0,Condo Duplex,1.0,1972.0,5.0,1583.0,1.0,2.0,2.0,0.0,1.0,03/28/2022,290000.0,"3111 E HAMPSHIRE ST,Milwaukee,wisconsin",43.0752613,-87.8713351,Milwaukee,Wisconsin,United States of America
151790.0,Residential,3.0,3060.0,Tudor,1.5,1908.0,11.0,3328.0,1.0,3.0,3.0,1.0,219978.0,08/18/2022,2500000.0,"3234 N LAKE DR,Milwaukee,wisconsin",43.0765808,-87.871007,Milwaukee,Wisconsin,United States of America
151849.0,Residential,3.0,3160.0,Dplx Bungalow,2.0,1924.0,11.0,2744.0,2.0,5.0,2.0,1.0,4800.0,10/26/2022,415000.0,"3449-3451 N CRAMER ST,Milwaukee,wisconsin",43.0709902,-87.8866769,Milwaukee,Wisconsin,United States of America
151851.0,Residential,3.0,3160.0,Milwaukee Bungalow,1.0,1925.0,7.0,1460.0,1.0,3.0,2.0,0.0,4800.0,06/03/2022,400000.0,"3441 N CRAMER ST,Milwaukee,wisconsin",43.0804937,-87.8867828,Milwaukee,Wisconsin,United States of America
151856.0,Residential,3.0,3160.0,Milwaukee Bungalow,1.0,1920.0,7.0,1490.0,1.0,3.0,1.0,0.0,4800.0,02/18/2022,330000.0,"3417 N CRAMER ST,Milwaukee,wisconsin",43.0799299,-87.8868048,Milwaukee,Wisconsin,United States of America
151882.0,Residential,3.0,3160.0,Dplx Bungalow,2.0,1924.0,10.0,2183.0,2.0,4.0,3.0,0.0,5080.0,09/30/2022,400000.0,"3336-3338 N CRAMER ST,Milwaukee,wisconsin",43.0709902,-87.8866769,Milwaukee,Wisconsin,United States of America
151885.0,Residential,3.0,3160.0,Dplx Bungalow,2.0,1923.0,11.0,2430.0,2.0,4.0,2.0,0.0,5080.0,08/01/2022,405000.0,"3316-3318 N CRAMER ST,Milwaukee,wisconsin",43.0709902,-87.8866769,Milwaukee,Wisconsin,United States of America
151937.0,Residential,3.0,3060.0,Res O/S 2sty +,2.0,1925.0,8.0,1884.0,1.0,3.0,2.0,0.0,6650.0,12/13/2022,400000.0,"3495 N FREDERICK AV,Milwaukee,wisconsin",43.081779,-87.8842769,Milwaukee,Wisconsin,United States of America
152018.0,Residential,3.0,3160.0,Dplx Bungalow,2.0,1917.0,12.0,2601.0,2.0,6.0,2.0,0.0,5400.0,06/04/2022,360000.0,"3268-3270 N OAKLAND AV,Milwaukee,wisconsin",43.065335,-87.8880053,Milwaukee,Wisconsin,United States of America
152024.0,Residential,3.0,3160.0,Triplex,2.0,1914.0,14.0,3105.0,3.0,6.0,3.0,0.0,4800.0,03/30/2022,430000.0,"3234-3236 N OAKLAND AV,Milwaukee,wisconsin",43.065335,-87.8880053,Milwaukee,Wisconsin,United States of America
152038.0,Condominium,3.0,5500.0,Condo Townhouse,2.0,1924.0,6.0,1633.0,1.0,3.0,1.0,1.0,1.0,06/30/2022,280000.0,"3449 N FREDERICK AV,Milwaukee,wisconsin",43.0806692,-87.8843397,Milwaukee,Wisconsin,United States of America
152083.0,Residential,3.0,3320.0,Milwaukee Bungalow,1.0,1928.0,6.0,1250.0,1.0,3.0,1.0,0.0,3640.0,01/20/2022,230000.0,"1124 E BURLEIGH ST,Milwaukee,wisconsin",43.0749114,-87.8968522,Milwaukee,Wisconsin,United States of America
152085.0,Residential,3.0,3320.0,Dplx Bungalow,1.5,1927.0,9.0,1737.0,2.0,4.0,3.0,0.0,3600.0,11/07/2022,249000.0,"3113 N DOUSMAN ST,Milwaukee,wisconsin",43.0750766,-87.8967739,Milwaukee,Wisconsin,United States of America
152205.0,Residential,3.0,3150.0,Dplx Bungalow,1.5,1924.0,10.0,1670.0,2.0,5.0,2.0,0.0,3600.0,03/16/2022,280000.0,"1603 E HAMPSHIRE ST,Milwaukee,wisconsin",43.0755106,-87.8900719,Milwaukee,Wisconsin,United States of America
152232.0,Residential,3.0,3150.0,Milwaukee Bungalow,1.5,1922.0,6.0,2440.0,1.0,2.0,3.0,0.0,4800.0,03/07/2022,310000.0,"3253 N NEWHALL ST,Milwaukee,wisconsin",43.0768508,-87.8905653,Milwaukee,Wisconsin,United States of America
152233.0,Residential,3.0,3150.0,Dplx Bungalow,2.0,1922.0,10.0,2162.0,2.0,4.0,2.0,0.0,4800.0,06/08/2022,285000.0,"3245-3247 N NEWHALL ST,Milwaukee,wisconsin",43.0591266,-87.890541,Milwaukee,Wisconsin,United States of America
152244.0,Residential,3.0,3150.0,Res O/S 2sty +,2.0,1924.0,7.0,1575.0,1.0,3.0,0.0,0.0,5040.0,09/15/2022,193000.0,"3216 N CAMBRIDGE AV,Milwaukee,wisconsin",43.0762525,-87.8912031,Milwaukee,Wisconsin,United States of America
152262.0,Residential,3.0,3150.0,Res O/S 2sty +,2.0,1904.0,7.0,2326.0,1.0,3.0,2.0,1.0,4800.0,11/15/2022,355000.0,"3253 N BARTLETT AV,Milwaukee,wisconsin",43.0768688,-87.8893105,Milwaukee,Wisconsin,United States of America
152264.0,Residential,3.0,3150.0,Duplex O/S,2.0,1895.0,11.0,2788.0,2.0,6.0,2.0,0.0,7200.0,04/01/2022,434000.0,"3241-3243 N BARTLETT AV,Milwaukee,wisconsin",43.0737627,-87.8891088,Milwaukee,Wisconsin,United States of America
152269.0,Residential,3.0,3150.0,Duplex O/S,2.5,1924.0,11.0,1887.0,2.0,5.0,3.0,0.0,3600.0,11/10/2022,319000.0,"3215 N BARTLETT AV,Milwaukee,wisconsin",43.0760504,-87.8893441,Milwaukee,Wisconsin,United States of America
152324.0,Residential,3.0,3150.0,Res O/S 2sty +,2.0,1899.0,7.0,1961.0,1.0,4.0,1.0,1.0,3600.0,07/28/2022,335000.0,"3262 N BARTLETT AV,Milwaukee,wisconsin",43.0770411,-87.8887853,Milwaukee,Wisconsin,United States of America
152354.0,Residential,3.0,3150.0,Res O/S A & 1/2,1.5,1897.0,9.0,1830.0,1.0,4.0,2.0,0.0,3600.0,10/31/2022,347900.0,"3332 N BARTLETT AV,Milwaukee,wisconsin",43.0784286,-87.8887081,Milwaukee,Wisconsin,United States of America
152361.0,Residential,3.0,3150.0,Res O/S 2sty +,2.0,1923.0,6.0,1372.0,1.0,3.0,2.0,0.0,5400.0,10/19/2022,385000.0,"3362 N BARTLETT AV,Milwaukee,wisconsin",43.0790389,-87.8887285,Milwaukee,Wisconsin,United States of America
152367.0,Residential,3.0,3150.0,Res O/S A & 1/2,1.5,1900.0,7.0,1287.0,1.0,4.0,1.0,2.0,3600.0,09/27/2022,252000.0,"3375 N BARTLETT AV,Milwaukee,wisconsin",43.0792603,-87.8892395,Milwaukee,Wisconsin,United States of America
152397.0,Residential,3.0,3150.0,Res O/S 2sty +,2.0,1901.0,8.0,2409.0,1.0,4.0,1.0,2.0,5400.0,06/08/2022,410000.0,"3356 N NEWHALL ST,Milwaukee,wisconsin",43.0789324,-87.8899266,Milwaukee,Wisconsin,United States of America
152427.0,Residential,3.0,3150.0,Res O/S A & 1/2,1.5,1900.0,6.0,1317.0,1.0,3.0,1.0,0.0,3600.0,06/01/2022,320000.0,"3340 N CAMBRIDGE AV,Milwaukee,wisconsin",43.0786168,-87.8911051,Milwaukee,Wisconsin,United States of America
152432.0,Residential,3.0,3150.0,Duplex O/S,1.5,1910.0,7.0,1725.0,2.0,3.0,2.0,0.0,4896.0,05/11/2022,320000.0,"3364 N CAMBRIDGE AV,Milwaukee,wisconsin",43.0790841,-87.8909954,Milwaukee,Wisconsin,United States of America
152496.0,Residential,3.0,3150.0,Milwaukee Bungalow,1.0,1923.0,6.0,1042.0,1.0,3.0,1.0,0.0,3600.0,09/09/2022,225900.0,"3474 N NEWHALL ST,Milwaukee,wisconsin",43.0812823,-87.8898595,Milwaukee,Wisconsin,United States of America
152497.0,Residential,3.0,3150.0,Duplex O/S,2.0,1913.0,11.0,2325.0,2.0,5.0,2.0,0.0,3600.0,01/14/2022,360000.0,"3476-3478 N NEWHALL ST,Milwaukee,wisconsin",43.0591266,-87.890541,Milwaukee,Wisconsin,United States of America
152520.0,Residential,3.0,3150.0,Res O/S 2sty +,2.0,1924.0,8.0,1488.0,1.0,5.0,1.0,1.0,3600.0,01/14/2022,375000.0,"3420 N BARTLETT AV,Milwaukee,wisconsin",43.0800427,-87.8887073,Milwaukee,Wisconsin,United States of America
152524.0,Residential,3.0,3150.0,Duplex O/S,2.0,1908.0,10.0,2106.0,2.0,4.0,2.0,0.0,3600.0,09/07/2022,299900.0,"3434-3436 N BARTLETT AV,Milwaukee,wisconsin",43.0737627,-87.8891088,Milwaukee,Wisconsin,United States of America
152540.0,Residential,3.0,3150.0,Duplex O/S,1.5,1890.0,8.0,1627.0,2.0,3.0,2.0,0.0,5400.0,08/30/2022,335000.0,"1612 E PROVIDENCE AV,Milwaukee,wisconsin",43.0817002,-87.88961,Milwaukee,Wisconsin,United States of America
152762.0,Residential,3.0,2880.0,Res O/S A & 1/2,1.5,1897.0,6.0,1345.0,1.0,3.0,2.0,0.0,3600.0,06/08/2022,203000.0,"3314 N FRATNEY ST,Milwaukee,wisconsin",43.0787648,-87.9011425,Milwaukee,Wisconsin,United States of America
152766.0,Residential,3.0,2880.0,Multiple Residential Bldgs,1.5,1897.0,14.0,2190.0,2.0,5.0,3.0,0.0,3600.0,10/03/2022,154200.0,"3330 N FRATNEY ST,Milwaukee,wisconsin",43.079118,-87.9011206,Milwaukee,Wisconsin,United States of America
152780.0,Residential,3.0,2880.0,Res O/S A & 1/2,1.5,1900.0,8.0,1307.0,1.0,3.0,2.0,0.0,3660.0,07/21/2022,265000.0,"3314 N PIERCE ST,Milwaukee,wisconsin",43.0787909,-87.9023672,Milwaukee,Wisconsin,United States of America
152842.0,Residential,3.0,2880.0,Triplex,2.0,1915.0,28.0,2248.0,3.0,12.0,3.0,0.0,3600.0,03/08/2022,240000.0,"3235 N BREMEN ST,Milwaukee,wisconsin",43.0773681,-87.9005214,Milwaukee,Wisconsin,United States of America
152865.0,Residential,3.0,2880.0,Res O/S A & 1/2,1.0,1908.0,23.0,1420.0,1.0,11.0,2.0,0.0,3600.0,04/15/2022,285000.0,"3157 N BREMEN ST,Milwaukee,wisconsin",43.0760226,-87.9005016,Milwaukee,Wisconsin,United States of America
153023.0,Residential,3.0,2880.0,Res O/S A & 1/2,1.0,1926.0,9.0,1685.0,1.0,4.0,2.0,0.0,3690.0,08/02/2022,259000.0,"3472 N FRATNEY ST,Milwaukee,wisconsin",43.081344,-87.901032,Milwaukee,Wisconsin,United States of America
153045.0,Residential,3.0,3320.0,Dplx Bungalow,1.5,1924.0,9.0,1751.0,2.0,4.0,2.0,0.0,4588.0,05/19/2022,180000.0,"3444 N BREMEN ST,Milwaukee,wisconsin",43.0807541,-87.8998141,Milwaukee,Wisconsin,United States of America
153047.0,Residential,3.0,3320.0,Dplx Bungalow,1.5,1922.0,9.0,1617.0,2.0,4.0,2.0,0.0,4340.0,09/14/2022,214900.0,"3454 N BREMEN ST,Milwaukee,wisconsin",43.0809443,-87.8998032,Milwaukee,Wisconsin,United States of America
153049.0,Residential,3.0,3320.0,Milwaukee Bungalow,1.5,1922.0,8.0,1613.0,1.0,3.0,2.0,0.0,4340.0,06/16/2022,145000.0,"3462 N BREMEN ST,Milwaukee,wisconsin",43.081136,-87.8997986,Milwaukee,Wisconsin,United States of America
153049.0,Residential,3.0,3320.0,Milwaukee Bungalow,1.5,1922.0,8.0,1613.0,1.0,3.0,2.0,0.0,4340.0,12/22/2022,266000.0,"3462 N BREMEN ST,Milwaukee,wisconsin",43.081136,-87.8997986,Milwaukee,Wisconsin,United States of America
153052.0,Residential,3.0,3320.0,Milwaukee Bungalow,1.0,1925.0,7.0,1201.0,1.0,3.0,1.0,0.0,3720.0,07/12/2022,165000.0,"3476 N BREMEN ST,Milwaukee,wisconsin",43.0813975,-87.8997792,Milwaukee,Wisconsin,United States of America
153055.0,Residential,3.0,3320.0,Milwaukee Bungalow,1.0,1926.0,5.0,1368.0,1.0,3.0,2.0,0.0,3600.0,08/19/2022,242000.0,"1005 E KEEFE AV,Milwaukee,wisconsin",43.0817962,-87.8985332,Milwaukee,Wisconsin,United States of America
153085.0,Residential,3.0,3320.0,Milwaukee Bungalow,1.0,1927.0,5.0,1530.0,1.0,4.0,2.0,0.0,3540.0,05/11/2022,310000.0,"3476 N WEIL ST,Milwaukee,wisconsin",43.0813899,-87.8985481,Milwaukee,Wisconsin,United States of America
153194.0,Residential,3.0,2880.0,Duplex O/S,2.0,1909.0,24.0,3108.0,2.0,11.0,2.0,0.0,3600.0,01/20/2022,337000.0,"3060-3062 N FRATNEY ST,Milwaukee,wisconsin",43.0571294,-87.9012135,Milwaukee,Wisconsin,United States of America
153253.0,Residential,3.0,2880.0,Res O/S A & 1/2,1.0,1904.0,6.0,1271.0,1.0,4.0,1.0,1.0,3600.0,05/20/2022,231500.0,"2955 N BREMEN ST,Milwaukee,wisconsin",43.0723276,-87.9006073,Milwaukee,Wisconsin,United States of America
153268.0,Residential,3.0,2880.0,Res O/S A & 1/2,1.0,1904.0,5.0,854.0,1.0,3.0,2.0,0.0,2700.0,12/01/2022,177400.0,"727 E CHAMBERS ST,Milwaukee,wisconsin",43.0727568,-87.9018542,Milwaukee,Wisconsin,United States of America
153283.0,Residential,3.0,2880.0,Duplex O/S,2.0,1894.0,10.0,1936.0,2.0,6.0,2.0,0.0,3600.0,12/21/2022,283000.0,"2962 N PIERCE ST,Milwaukee,wisconsin",43.0725007,-87.902492,Milwaukee,Wisconsin,United States of America
153508.0,Residential,3.0,2880.0,Duplex-Cottage,1.0,1900.0,8.0,1796.0,2.0,4.0,2.0,0.0,3600.0,11/22/2022,190000.0,"3162 N PIERCE ST,Milwaukee,wisconsin",43.0761174,-87.9024854,Milwaukee,Wisconsin,United States of America
153518.0,Residential,3.0,3320.0,Duplex O/S,2.0,1924.0,10.0,2152.0,2.0,4.0,2.0,0.0,3600.0,01/12/2022,250000.0,"1000-1002 E TOWNSEND ST,Milwaukee,wisconsin",43.0797488,-87.9000699,Milwaukee,Wisconsin,United States of America
153532.0,Residential,3.0,3320.0,Dplx Bungalow,2.0,1928.0,11.0,2608.0,2.0,4.0,2.0,1.0,4428.0,08/16/2022,308300.0,"931 E TOWNSEND ST,Milwaukee,wisconsin",43.0795339,-87.8991459,Milwaukee,Wisconsin,United States of America
153535.0,Residential,3.0,3320.0,Dplx Bungalow,2.0,1923.0,12.0,2440.0,2.0,6.0,2.0,0.0,4920.0,05/13/2022,260000.0,"913 E TOWNSEND ST,Milwaukee,wisconsin",43.0795391,-87.8995668,Milwaukee,Wisconsin,United States of America
153552.0,Residential,3.0,2880.0,Duplex O/S,2.0,1907.0,10.0,1496.0,2.0,5.0,2.0,0.0,3600.0,11/08/2022,230000.0,"3168 N BREMEN ST,Milwaukee,wisconsin",43.0762663,-87.9000118,Milwaukee,Wisconsin,United States of America
153561.0,Residential,3.0,2880.0,Res O/S A & 1/2,1.5,1911.0,27.0,1671.0,1.0,15.0,1.0,1.0,3600.0,02/14/2022,231000.0,"3165 N WEIL ST,Milwaukee,wisconsin",43.076183,-87.8993167,Milwaukee,Wisconsin,United States of America
172110.0,Residential,3.0,2890.0,Duplex O/S,1.5,1895.0,20.0,1928.0,2.0,10.0,2.0,0.0,3600.0,01/07/2022,200700.0,"2733 N BREMEN ST,Milwaukee,wisconsin",43.0682431,-87.9006494,Milwaukee,Wisconsin,United States of America
172188.0,Residential,3.0,2890.0,Triplex,2.0,1900.0,8.0,1770.0,3.0,3.0,3.0,0.0,3600.0,09/28/2022,205000.0,"2812 N WEIL ST,Milwaukee,wisconsin",43.0696353,-87.8988626,Milwaukee,Wisconsin,United States of America
172190.0,Residential,3.0,2890.0,Cottage,1.0,1890.0,5.0,960.0,1.0,3.0,2.0,0.0,3600.0,08/12/2022,205000.0,"2822 N WEIL ST,Milwaukee,wisconsin",43.0698321,-87.8988909,Milwaukee,Wisconsin,United States of America
172211.0,Residential,3.0,2880.0,Res O/S A & 1/2,1.0,1902.0,6.0,1724.0,1.0,3.0,1.0,0.0,3600.0,07/14/2022,315000.0,"2923 N WEIL ST,Milwaukee,wisconsin",43.0716367,-87.8994266,Milwaukee,Wisconsin,United States of America
172212.0,Residential,3.0,2880.0,Cottage,1.0,1892.0,7.0,1262.0,1.0,2.0,1.0,0.0,3600.0,08/15/2022,215000.0,"2919 N WEIL ST,Milwaukee,wisconsin",43.0715612,-87.8993351,Milwaukee,Wisconsin,United States of America
172213.0,Residential,3.0,2880.0,Multiple Residential Bldgs,1.0,1900.0,38.0,3050.0,4.0,18.0,4.0,0.0,3600.0,03/18/2022,183000.0,"2913-2915 N WEIL ST,Milwaukee,wisconsin",43.0701899,-87.8991283,Milwaukee,Wisconsin,United States of America
